523.838	0.06472
515.416	0.08351
509.172	0.11065
500.605	0.15449
490.586	0.23591
483.180	0.30063
475.048	0.37578
466.191	0.44468
461.254	0.49478
458.204	0.53653
453.848	0.57829
449.927	0.64509
447.023	0.69311
443.538	0.73904
441.215	0.75157
437.004	0.76827
433.519	0.78079
430.905	0.81002
429.017	0.85595
428.727	0.88935
427.275	0.94781
426.113	0.98121
425.242	0.99165
423.354	0.99374
421.612	0.98956
419.869	0.97077
416.530	0.91232
413.916	0.84551
412.028	0.80376
410.431	0.75574
408.979	0.72025
406.220	0.70146
402.444	0.68476
399.685	0.66180
397.217	0.63048
394.748	0.56367
392.715	0.46973
391.409	0.41336
389.666	0.33194
388.359	0.24426
386.907	0.18372
385.455	0.11482
383.567	0.06054
381.389	0.02923
380.227	0.01253
