2.480378474	0.067459
2.485799034	0.068077
2.492244882	0.0729
2.498774606	0.07782
2.505338636	0.083992
2.511937242	0.090454
2.518519539	0.096916
2.525187853	0.1029
2.531891572	0.10926
2.538630979	0.11592
2.54540636	0.12382
2.559013383	0.14195
2.572820054	0.16365
2.588666842	0.19083
2.602086098	0.21309
2.613715288	0.23968
2.624837481	0.2675
2.634766313	0.29835
2.644206496	0.33101
2.658779345	0.36692
2.671727759	0.39661
2.702417193	0.44544
2.717521445	0.4708
2.730508477	0.49511
2.742831193	0.52068
2.755081961	0.54859
2.768060512	0.58542
2.778730998	0.61585
2.793128892	0.65959
2.825593072	0.78237
2.83794631	0.82389
2.847462184	0.86233
2.859612021	0.89622
2.872132098	0.92803
2.886374075	0.95916
2.903339228	0.99325
2.911520721	0.99781
2.917275256	1
2.921674955	0.99995
2.929475661	0.99533
2.936970233	0.97154
2.954255585	0.8669
2.966271075	0.74988
2.971531934	0.69969
2.977955479	0.63035
2.989083594	0.53347
2.993991896	0.48497
2.999787046	0.43513
3.007208479	0.37563
3.013787365	0.3275
3.022088393	0.27478
3.030435275	0.2187
3.043677388	0.16233
3.054851387	0.11206
3.068384151	0.055701
3.076301973	0.028611
3.086948471	0.011216
3.096895177	0.0066397
3.106361296	0.0069931
3.117138866	0.0064041
